"","{#status->#R}"
"0.0","0"
"0.1","0.00255847505297329"
"0.2","0.005236546806877579"
"0.30000000000000004","0.008038168697805357"
"0.4","0.010967257336015331"
"0.5","0.014027672523136109"
"0.6000000000000001","0.017223195768179864"
"0.7000000000000001","0.020557507347178268"
"0.8","0.02403416197586976"
"0.9","0.027656563191624642"
"1.0","0.03142793656942023"
"1.1","0.03535130192680471"
"1.2000000000000002","0.03942944470394715"
"1.3","0.043664886736492256"
"1.4000000000000001","0.04805985667035324"
"1.5","0.05261626029802388"
"1.6","0.05733565112463201"
"1.7000000000000002","0.06221920149788997"
"1.8","0.06726767465838422"
"1.9000000000000001","0.0724813980843373"
"2.0","0.07786023851714662"
"2.1","0.0834035790597913"
"2.2","0.08911029873883757"
"2.3000000000000003","0.09497875491163901"
"2.4000000000000004","0.1010067688829766"
"2.5","0.10719161506957926"
"2.6","0.11353001401671992"
"2.7","0.12001812952866568"
"2.8000000000000003","0.12665157012472042"
"2.9000000000000004","0.1334253949757539"
"3.0","0.14033412441354565"
"3.1","0.14737175503829952"
"3.2","0.15453177937982407"
"3.3000000000000003","0.16180720999678713"
"3.4000000000000004","0.16919060782790124"
"3.5","0.17667411454066428"
"3.6","0.18424948855912018"
"3.7","0.1919081443936622"
"3.8000000000000003","0.19964119484466047"
"3.9000000000000004","0.2074394956089151"
"4.0","0.2152936917846132"
"4.1000000000000005","0.22319426574729995"
"4.2","0.23113158585673482"
"4.3","0.2390959554524546"
"4.4","0.24707766160413913"
"4.5","0.2550670231009246"
"4.6000000000000005","0.2630544371908168"
"4.7","0.2710304246162925"
"4.800000000000001","0.2789856725338411"
"4.9","0.28691107495226825"
"5.0","0.29479777037567995"
"5.1000000000000005","0.3026371763907871"
"5.2","0.31042102099315505"
"5.300000000000001","0.31814137050198127"
"5.4","0.3257906539667357"
"5.5","0.33336168402050137"
"5.6000000000000005","0.3408476741832186"
"5.7","0.34824225266254055"
"5.800000000000001","0.3555394727401057"
"5.9","0.3627338198663307"
"6.0","0.36982021561710404"
"6.1000000000000005","0.3767940186909371"
"6.2","0.3836510231452482"
"6.300000000000001","0.39038745408568604"
"6.4","0.3969999610329869"
"6.5","0.40348560919813814"
"6.6000000000000005","0.40984186889896546"
"6.7","0.41606660335009193"
"6.800000000000001","0.4221580550539695"
"6.9","0.4281148310138048"
"7.0","0.4339358869801252"
"7.1000000000000005","0.4396205109318841"
"7.2","0.44516830598078494"
"7.300000000000001","0.4505791728742785"
"7.4","0.4558532922587988"
"7.5","0.46099110685054595"
"7.6000000000000005","0.4659933036467671"
"7.7","0.47086079629625066"
"7.800000000000001","0.47559470773383444"
"7.9","0.48019635317028286"
"8.0","0.4846672235160435"
"8.1","0.4890089693052452"
"8.200000000000001","0.49322338517491476"
"8.3","0.4973123949438205"
"8.4","0.5012780373256173"
"8.5","0.5051224523020875"
"8.6","0.508847868174233"
"8.700000000000001","0.5124565893017586"
"8.8","0.5159509845350778"
"8.9","0.5193334763383188"
"9.0","0.5226065305968867"
"9.1","0.52577264709889"
"9.200000000000001","0.5288343506761296"
"9.3","0.5317941829873166"
"9.4","0.5346546949236961"
"9.5","0.5374184396152435"
"9.600000000000001","0.5400879660140384"
"9.700000000000001","0.5426658130302461"
"9.8","0.5451545041953172"
"9.9","0.5475565428265062"
"10.0","0.5498744076665693"
"10.100000000000001","0.552110548972499"
"10.200000000000001","0.5542673850273546"
"10.3","0.5563472990496167"
"10.4","0.5583526364750131"
"10.5","0.5602857025864015"
"10.600000000000001","0.5621487604680265"
"10.700000000000001","0.5639440292612833"
"10.8","0.5656736826999913"
"10.9","0.5673398479040964"
"11.0","0.5689446044116672"
"11.100000000000001","0.5704899834300139"
"11.200000000000001","0.5719779672877308"
"11.3","0.573410489070432"
"11.4","0.5747894324239138"
"11.5","0.5761166315094207"
"11.600000000000001","0.5773938710966212"
"11.700000000000001","0.5786228867807965"
"11.8","0.579805365311623"
"11.9","0.5809429450217669"
"12.0","0.5820372163443243"
"12.100000000000001","0.5830897224089089"
"12.200000000000001","0.5841019597069359"
"12.3","0.5850753788173513"
"12.4","0.5860113851847255"
"12.5","0.586911339942265"
"12.600000000000001","0.5877765607728916"
"12.700000000000001","0.5886083228021056"
"12.8","0.5894078595168756"
"12.9","0.5901763637053"
"13.0","0.5909149884122478"
"13.100000000000001","0.5916248479066223"
"13.200000000000001","0.592307018656302"
"13.3","0.5929625403071856"
"13.4","0.593592416663127"
"13.5","0.594197616663867"
"13.600000000000001","0.5947790753583776"
"13.700000000000001","0.5953376948713116"
"13.8","0.5958743453605094"
"13.9","0.5963898659637568"
"14.0","0.5968850657332045"
"14.100000000000001","0.5973607245560658"
"14.200000000000001","0.59781759406039"
"14.3","0.5982563985048849"
"14.4","0.5986778356519118"
"14.5","0.5990825776229236"
"14.600000000000001","0.5994712717357408"
"14.700000000000001","0.5998445413231819"
"14.8","0.6002029865326697"
"14.9","0.600547185106531"
"15.0","0.6008776931427958"
"15.100000000000001","0.6011950458363787"
"15.200000000000001","0.601499758200599"
"15.3","0.601792325769054"
"15.4","0.6020732252779218"
"15.5","0.6023429153288165"
"15.600000000000001","0.6026018370323623"
"15.700000000000001","0.6028504146326966"
"15.8","0.6030890561131411"
"15.9","0.6033181537833116"
"16.0","0.6035380848479652"
"16.1","0.6037492119579023"
"16.2","0.6039518837432595"
"16.3","0.6041464353295493"
"16.400000000000002","0.6043331888368098"
"16.5","0.6045124538622418"
"16.6","0.6046845279467173"
"16.7","0.6048496970255485"
"16.8","0.6050082358639136"
"16.900000000000002","0.605160408477335"
"17.0","0.6053064685376074"
"17.1","0.605446659764575"
"17.2","0.6055812163041522"
"17.3","0.6057103630929825"
"17.400000000000002","0.6058343162101266"
"17.5","0.605953283216163"
"17.6","0.606067463480086"
"17.7","0.606177048494373"
"17.8","0.6062822221785937"
"17.900000000000002","0.6063831611719216"
"18.0","0.606480035114906"
"18.1","0.6065730069208523"
"18.2","0.6066622330371515"
"18.3","0.6067478636968947"
"18.400000000000002","0.6068300431610959"
"18.5","0.6069089099518429"
"18.6","0.6069845970766855"
"18.7","0.6070572322445633"
"18.8","0.6071269380735659"
"18.900000000000002","0.6071938322908119"
"19.0","0.6072580279247247"
"19.1","0.6073196334899732"
"19.200000000000003","0.6073787531653405"
"19.3","0.6074354869647737"
"19.400000000000002","0.6074899309018611"
"19.5","0.6075421771479751"
"19.6","0.6075923141843118"
"19.700000000000003","0.6076404269480513"
"19.8","0.6076865969728544"
"19.900000000000002","0.6077309025239055"
"20.0","0.6077734187277041"
"20.1","0.6078142176968003"
"20.200000000000003","0.6078533686496641"
"20.3","0.6078909380258696"
"20.400000000000002","0.6079269895967723"
"20.5","0.6079615845718486"
"20.6","0.6079947817008621"
"20.700000000000003","0.6080266373720158"
"20.8","0.608057205706242"
"20.900000000000002","0.6080865386477788"
"21.0","0.6081146860511744"
"21.1","0.6081416957648567"
"21.200000000000003","0.6081676137114007"
"21.3","0.6081924839646206"
"21.400000000000002","0.608216348823609"
"21.5","0.6082392488838425"
"21.6","0.6082612231054664"
"21.700000000000003","0.6082823088788684"
"21.8","0.6083025420876474"
"21.900000000000002","0.6083219571690789"
"22.0","0.6083405871721728"
"22.1","0.6083584638134215"
"22.200000000000003","0.6083756175303257"
"22.3","0.6083920775327852"
"22.400000000000002","0.6084078718524416"
"22.5","0.6084230273900487"
"22.6","0.608437569960953"
"22.700000000000003","0.608451524338755"
"22.8","0.608464914297226"
"22.900000000000002","0.608477762650547"
"23.0","0.6084900912919371"
"23.1","0.6085019212307364"
"23.200000000000003","0.6085132726280019"
"23.3","0.6085241648306772"
"23.400000000000002","0.6085346164043925"
"23.5","0.6085446451649492"
"23.6","0.6085542682085405"
"23.700000000000003","0.6085635019407597"
"23.8","0.6085723621044432"
"23.900000000000002","0.6085808638063956"
"24.0","0.6085890215430413"
"24.1","0.6085968492250438"
"24.200000000000003","0.6086043602009372"
"24.3","0.6086115672798061"
"24.400000000000002","0.6086184827530535"
"24.5","0.6086251184152931"
"24.6","0.6086314855844007"
"24.700000000000003","0.6086375951207587"
"24.8","0.608643457445725"
"24.900000000000002","0.6086490825593598"
"25.0","0.608654480057436"
7094109423"
"24.700000000000003","0.5802227658701383"
"24.8","0.5803586658573545"
"24.900000000000002","0.5804895961977491"
"25.0","0.5806157370687601"
