"","{#status->#S}"
"0.0","0.975"
"0.1","0.9702474446140203"
"0.2","0.9651154372020907"
"0.30000000000000004","0.959581407626586"
"0.4","0.9536228143583119"
"0.5","0.9472174223169582"
"0.6000000000000001","0.9403436233182653"
"0.7000000000000001","0.9329807990367859"
"0.8","0.925109724781774"
"0.9","0.9167130104355579"
"1.0","0.907775572644601"
"1.1","0.8982851298421796"
"1.2000000000000002","0.8882327090157317"
"1.3","0.8776131504509666"
"1.4000000000000001","0.8664255941695859"
"1.5","0.8546739296442818"
"1.6","0.8423671888630624"
"1.7000000000000002","0.8295198621686629"
"1.8","0.8161521167405243"
"1.9000000000000001","0.8022898992886784"
"2.0","0.7879649075817531"
"2.1","0.7732144198176019"
"2.2","0.7580809764198243"
"2.3000000000000003","0.7426119153288612"
"2.4000000000000004","0.726858768853005"
"2.5","0.7108765371609387"
"2.6","0.6947228599950849"
"2.7","0.6784571136361568"
"2.8000000000000003","0.6621394640964551"
"2.9000000000000004","0.6458299096305872"
"3.0","0.629587345760974"
"3.1","0.6134686841403485"
"3.2","0.5975280529133065"
"3.3000000000000003","0.5818161011451919"
"3.4000000000000004","0.5663794238173047"
"3.5","0.5512601173514422"
"3.6","0.5364954691263483"
"3.7","0.5221177784288377"
"3.8000000000000003","0.5081543010937118"
"3.9000000000000004","0.494627305963821"
"4.0","0.4815542283590806"
"4.1000000000000005","0.4689479039843468"
"4.2","0.4568168660431925"
"4.3","0.44516568860470573"
"4.4","0.43399536030174235"
"4.5","0.4233036740160214"
"4.6000000000000005","0.4130856201288658"
"4.7","0.40333377300811124"
"4.800000000000001","0.3940386625135913"
"4.9","0.3851891243213403"
"5.0","0.37677262470959816"
"5.1000000000000005","0.3687755570678163"
"5.2","0.3611835087590113"
"5.300000000000001","0.35398149808228374"
"5.4","0.34715418195736275"
"5.5","0.3406860356079065"
"5.6000000000000005","0.3345615059820309"
"5.7","0.32876514094666004"
"5.800000000000001","0.3232816964562965"
"5.9","0.3180962239544955"
"6.0","0.3131941402427405"
"6.1000000000000005","0.30856128196831356"
"6.2","0.30418394675842575"
"6.300000000000001","0.3000489228772677"
"6.4","0.29614350911759874"
"6.5","0.2924555264681345"
"6.6000000000000005","0.28897332292908345"
"6.7","0.2856857726855522"
"6.800000000000001","0.28258227069543174"
"6.9","0.2796527236067998"
"7.0","0.27688753779087194"
"7.1000000000000005","0.2742776051604444"
"7.2","0.27181428734040747"
"7.300000000000001","0.2694893986657333"
"7.4","0.26729518840259114"
"7.5","0.2652243225190028"
"7.6000000000000005","0.26326986527176277"
"7.7","0.2614252608252239"
"7.800000000000001","0.2596843150740362"
"7.9","0.25804117780511854"
"8.0","0.2564903253031915"
"8.1","0.25502654347833753"
"8.200000000000001","0.2536449115725788"
"8.3","0.2523407864847545"
"8.4","0.2511097877384837"
"8.5","0.24994778310623245"
"8.6","0.24885087489304158"
"8.700000000000001","0.24781538687594887"
"8.8","0.24683785188923757"
"8.9","0.24591500004109396"
"9.0","0.245043747543824"
"9.1","0.24422118613727106"
"9.200000000000001","0.24344457308332104"
"9.3","0.242711321708241"
"9.4","0.2420189924689524"
"9.5","0.24136528451909128"
"9.600000000000001","0.24074802775077334"
"9.700000000000001","0.24016517528829232"
"9.8","0.2396147964104801"
"9.9","0.23909506987909754"
"10.0","0.23860427765137082"
"10.100000000000001","0.23814079895560597"
"10.200000000000001","0.2377031047096793"
"10.3","0.2372897522630946"
"10.4","0.23689938044420167"
"10.5","0.23653070489507405"
"10.600000000000001","0.23618251367743395"
"10.700000000000001","0.23585366313388623"
"10.8","0.23554307398957045"
"10.9","0.23524972768016003"
"11.0","0.23497266289292562"
"11.100000000000001","0.23471097230833451"
"11.200000000000001","0.23446379953037885"
"11.3","0.2342303361945112"
"11.4","0.23400981924271752"
"11.5","0.23380152835587478"
"11.600000000000001","0.23360478353412462"
"11.700000000000001","0.23341894281654565"
"11.8","0.23324340013192815"
"11.9","0.2330775832729447"
"12.0","0.23292095198647253"
"12.100000000000001","0.23277299617325792"
"12.200000000000001","0.23263323419052176"
"12.3","0.23250121125148923"
"12.4","0.23237649791618775"
"12.5","0.2322586886681965"
"12.600000000000001","0.23214740057234845"
"12.700000000000001","0.23204227200868582"
"12.8","0.2319429614782492"
"12.9","0.23184914647654495"
"13.0","0.23176052243078238"
"13.100000000000001","0.23167680169720373"
"13.200000000000001","0.23159771261504894"
"13.3","0.23152299861390052"
"13.4","0.23145241737134653"
"13.5","0.23138574001807982"
"13.600000000000001","0.23132275038772082"
"13.700000000000001","0.23126324430881012"
"13.8","0.23120702893656678"
"13.9","0.23115392212214816"
"14.0","0.23110375181727927"
"14.100000000000001","0.23105635551224327"
"14.200000000000001","0.23101157970534134"
"14.3","0.23096927940203957"
"14.4","0.2309293176421236"
"14.5","0.2308915650532783"
"14.600000000000001","0.23085589942960094"
"14.700000000000001","0.2308222053336423"
"14.8","0.23079037372065"
"14.9","0.23076030158376495"
"15.0","0.23073189161899305"
