"","{#status->#I}"
"0.0","0.025"
"0.1","0.026176123948476876"
"0.2","0.027391903580446686"
"0.30000000000000004","0.02864706548135978"
"0.4","0.02994114400717424"
"0.5","0.03127346612470783"
"0.6000000000000001","0.03264313658465943"
"0.7000000000000001","0.03404902366208667"
"0.8","0.035489745721586884"
"0.9","0.03696365888462798"
"1.0","0.038468846093485755"
"1.1","0.040003107879078965"
"1.2000000000000002","0.04156395514763582"
"1.3","0.04314860430256601"
"1.4000000000000001","0.044753975012189605"
"1.5","0.04637669092022524"
"1.6","0.048013083573452756"
"1.7000000000000002","0.04965919980923407"
"1.8","0.05131081280435467"
"1.9000000000000001","0.052963436936001564"
"2.0","0.054612346546039366"
"2.1","0.05625259863188534"
"2.2","0.05787905941241531"
"2.3000000000000003","0.0594864346370501"
"2.4000000000000004","0.0610693034224401"
"2.5","0.06262215531627155"
"2.6","0.0641394302042027"
"2.7","0.06561556059650586"
"2.8000000000000003","0.06704501575840295"
"2.9000000000000004","0.06842234708503227"
"3.0","0.06974223407098094"
"3.1","0.07099953018754722"
"3.2","0.07218930796012021"
"3.3000000000000003","0.07330690253450624"
"3.4000000000000004","0.07434795303530921"
"3.5","0.0753084410515514"
"3.6","0.0761847256338957"
"3.7","0.07697357425274884"
"3.8000000000000003","0.0776721892452441"
"3.9000000000000004","0.0782782293691696"
"4.0","0.0787898261804812"
"4.1000000000000005","0.07920559505500654"
"4.2","0.07952464078107493"
"4.3","0.07974655775488271"
"4.4","0.07987142491136448"
"4.5","0.0798997956174048"
"4.6000000000000005","0.07983268283898845"
"4.7","0.0796715399674037"
"4.800000000000001","0.07941823775044031"
"4.9","0.0790750378217505"
"5.0","0.0786445633547782"
"5.1000000000000005","0.07812976738701566"
"5.2","0.07753389936637028"
"5.300000000000001","0.0768604704650528"
"5.4","0.07611321818887455"
"5.5","0.07529607078263786"
"5.6000000000000005","0.07441311189703874"
"5.7","0.07346854594086857"
"5.800000000000001","0.07246666449599395"
"5.9","0.07141181412324844"
"6.0","0.07030836583651497"
"6.1000000000000005","0.06916068647129502"
"6.2","0.06797311212416147"
"6.300000000000001","0.06674992379169696"
"6.4","0.06549532529265595"
"6.5","0.06421342351579143"
"6.6000000000000005","0.06290821099850655"
"6.7","0.06158355080851016"
"6.800000000000001","0.060243163672103875"
"6.9","0.0588906172686057"
"7.0","0.05752931759061268"
"7.1000000000000005","0.056162502254122185"
"7.2","0.05479323563070252"
"7.300000000000001","0.053424405665611935"
"7.4","0.052058722240662436"
"7.5","0.05069871693834582"
"7.6000000000000005","0.049346744063913914"
"7.7","0.04800498278436886"
"7.800000000000001","0.04667544024732298"
"7.9","0.04535995554810083"
"8.0","0.04406020441997536"
"8.1","0.042777704529777374"
"8.200000000000001","0.041513821269046576"
"8.3","0.04026977393918521"
"8.4","0.03904664223754389"
"8.5","0.03784537295985339"
"8.6","0.036666786842783426"
"8.700000000000001","0.035511585478550045"
"8.8","0.03438035824132265"
"8.9","0.03327358917263167"
"9.0","0.03219166378000239"
"9.1","0.031134875709604593"
"9.200000000000001","0.030103433259793266"
"9.3","0.02909746570801331"
"9.4","0.028117029428652227"
"9.5","0.0271621137840574"
"9.600000000000001","0.026232646775103338"
"9.700000000000001","0.025328500441417826"
"9.8","0.024449496004677357"
"9.9","0.023595408751285765"
"10.0","0.022765972653282715"
"10.100000000000001","0.021960884728517382"
"10.200000000000001","0.02117980914299514"
"10.3","0.020422381059888417"
"10.4","0.019688210241023615"
"10.5","0.018976884407739883"
"10.600000000000001","0.018287972368886886"
"10.700000000000001","0.017621026924410626"
"10.8","0.01697558755349057"
"10.9","0.01635118289655793"
"11.0","0.015747333040762555"
"11.100000000000001","0.015163551618581544"
"11.200000000000001","0.014599347729292313"
"11.3","0.014054227692980112"
"11.4","0.013527696646628253"
"11.5","0.013019259991659699"
"11.600000000000001","0.012528424702071583"
"11.700000000000001","0.012054700502038874"
"11.8","0.011597600921567744"
"11.9","0.011156644238460373"
"12.0","0.01073135431451721"
"12.100000000000001","0.010321261333555333"
"12.200000000000001","0.009925902448467354"
"12.3","0.009544822344188087"
"12.4","0.009177573723079487"
"12.5","0.008823717718890888"
"12.600000000000001","0.00848282424510379"
"12.700000000000001","0.008154472283130172"
"12.8","0.007838250115502335"
"12.9","0.007533755508871558"
"13.0","0.007240595851323633"
"13.100000000000001","0.006958388248222072"
"13.200000000000001","0.006686759580505167"
"13.3","0.006425346529091291"
"13.4","0.006173795568788043"
"13.5","0.005931762934855165"
"13.600000000000001","0.005698914565138342"
"13.700000000000001","0.0054749260204710075"
"13.8","0.005259482385833771"
"13.9","0.00505227815456573"
"14.0","0.004853017097738432"
"14.100000000000001","0.004661412120631119"
"14.200000000000001","0.004477185108084728"
"14.3","0.004300066760361487"
"14.4","0.00412979642099635"
"14.5","0.003966121897995462"
"14.600000000000001","0.003808799279614977"
"14.700000000000001","0.0036575927458401603"
"14.8","0.003512274376579668"
"14.9","0.003372623957492376"
"15.0","0.0032384287842740136"
"15.100000000000001","0.003109483466147493"
"15.200000000000001","0.002985589729223905"
"15.3","0.002866556220330242"
"15.4","0.0027521983118346267"
"15.5","0.002642337907939814"
"15.600000000000001","0.0025368032528606285"
"15.700000000000001","0.002435428741250487"
"15.8","0.0023380547311958964"
"15.9","0.0022445273600555367"
"16.0","0.002154698363381949"
"16.1","0.0020684248971286536"
"16.2","0.001985569363313533"
"16.3","0.0019059992392802302"
"16.400000000000002","0.0018295869106729596"
"16.5","0.0017562095082162689"
"16.6","0.0016857487483697591"
"16.7","0.0016180907779083566"
"16.8","0.0015531260224612914"
"16.900000000000002","0.0014907490390272972"
"17.0","0.0014308583724695738"
"17.1","0.0013733564159815945"
"17.2","0.001318149275503788"
"17.3","0.0012651466380613386"
"17.400000000000002","0.001214261643984746"
"17.5","0.001165410762967241"
"17.6","0.0011185136739065827"
"17.7","0.0010734931484730945"
"17.8","0.0010302749383409142"
"17.900000000000002","0.000988787666015306"
"18.0","0.0009489627191854054"
"18.1","0.000910734148528905"
"18.2","0.000874038568892864"
"18.3","0.0008388150637729966"
"18.400000000000002","0.0008050050930124047"
"18.5","0.0007725524036397334"
"18.6","0.0007414029437660956"
"18.7","0.000711504779459797"
"18.8","0.0006828080145178669"
"18.900000000000002","0.0006552647130536212"
"19.0","0.0006288288248199362"
"19.1","0.0006034561131885517"
"19.200000000000003","0.0005791040857065446"
"19.3","0.0005557319271520829"
"19.400000000000002","0.000533300435012669"
"19.5","0.0005117719573102975"
"19.6","0.0004911103326992633"
"19.700000000000003","0.000471280832763746"
"19.8","0.00045225010644375915"
"19.900000000000002","0.0004339861265195682"
"20.0","0.0004164581380862422"
"20.1","0.0003996366089516006"
"20.200000000000003","0.00038349318189243866"
"20.3","0.0003680006287055545"
"20.400000000000002","0.0003531328059917531"
"20.5","0.0003388646126126564"
"20.6","0.0003251719487618053"
"20.700000000000003","0.0003120316765931852"
"20.8","0.0002994215823519458"
"20.900000000000002","0.0002873203399537088"
"21.0","0.0002757074759604621"
"21.1","0.0002645633359026227"
"21.200000000000003","0.0002538690518984132"
"21.3","0.00024360651152322924"
"21.400000000000002","0.00023375832788318556"
"21.5","0.0002243078108485045"
"21.6","0.00021523893940386056"
"21.700000000000003","0.00020653633507421008"
"21.8","0.00019818523638601997"
"21.900000000000002","0.0001901714743251606"
"22.0","0.00018248144875404582"
"22.1","0.00017510210575188712"
"22.200000000000003","0.00016802091584317965"
"22.3","0.00016122585308075353"
"22.400000000000002","0.00015470537495090712"
"22.5","0.00014844840306928696"
"22.6","0.00014244430463729478"
"22.700000000000003","0.0001366828746298845"
"22.8","0.00013115431868666096"
"22.900000000000002","0.00012584923667921004"
"23.0","0.00012075860692857483"
"23.1","0.00011587377104774732"
"23.200000000000003","0.00011118641938496808"
"23.3","0.00010668857704452081"
"23.400000000000002","0.00010237259046257222"
"23.5","9.823111451644367e-5"
"23.6","9.42571001465085e-5"
"23.700000000000003","9.044378247068875e-5"
"23.8","8.678466937227868e-5"
"23.900000000000002","8.327353054255008e-5"
"24.0","7.990438696029616e-5"
"24.1","7.667150079114865e-5"
"24.200000000000003","7.35693656901562e-5"
"24.3","7.0592697491743e-5"
"24.400000000000002","6.773642527177388e-5"
"24.5","6.499568276703887e-5"
"24.6","6.236580013803457e-5"
"24.700000000000003","5.984229606146444e-5"
"24.8","5.742087013940427e-5"
"24.900000000000002","5.509739561258465e-5"
"25.0","5.286791236572863e-5"
