"","{#status->#S}"
"0.0","0.975"
"0.1","0.9693986583594222"
"0.2","0.9631771056557438"
"0.30000000000000004","0.9562809524280195"
"0.4","0.9486545236219648"
"0.5","0.9402417486449297"
"0.6000000000000001","0.9309872807741251"
"0.7000000000000001","0.9208378583853113"
"0.8","0.9097439087932006"
"0.9","0.8976613794570473"
"1.0","0.8845537609163793"
"1.1","0.8703942417124129"
"1.2000000000000002","0.8551679091613225"
"1.3","0.8388738835498086"
"1.4000000000000001","0.8215272504087451"
"1.5","0.8031606399590439"
"1.6","0.7838252987875571"
"1.7000000000000002","0.763591509943431"
"1.8","0.7425482461790635"
"1.9000000000000001","0.7208019869587057"
"2.0","0.6984746902293604"
"2.1","0.675700978968372"
"2.2","0.6526246720268261"
"2.3000000000000003","0.6293948495264581"
"2.4000000000000004","0.6061616863872721"
"2.5","0.5830723071371877"
"2.6","0.5602669082999426"
"2.7","0.537875362869661"
"2.8000000000000003","0.5160144699499538"
"2.9000000000000004","0.49478594945795956"
"3.0","0.47427521572801107"
"3.1","0.4545509030603703"
"3.2","0.4356650669379977"
"3.3000000000000003","0.4176539503190883"
"3.4000000000000004","0.4005391859560059"
"3.5","0.3843293017160765"
"3.6","0.36902140352721374"
"3.7","0.35460292629939827"
"3.8000000000000003","0.34105336344155324"
"3.9000000000000004","0.32834590734198776"
"4.0","0.31644895408075535"
"4.1000000000000005","0.3053274441572398"
"4.2","0.29494402632726135"
"4.3","0.28526004350351786"
"4.4","0.27623634823576654"
"4.5","0.2678339609513399"
"4.6000000000000005","0.2600145874164114"
"4.7","0.25274101331037835"
"4.800000000000001","0.24597739388907316"
"4.9","0.23968945587698975"
"5.0","0.23384462732216826"
"5.1000000000000005","0.22841210943665116"
"5.2","0.22336290262465786"
"5.300000000000001","0.21866979710318543"
"5.4","0.2143073368308018"
"5.5","0.21025176392873174"
"5.6000000000000005","0.20648094942647946"
"5.7","0.20297431499670754"
"5.800000000000001","0.19971274935380814"
"5.9","0.1966785221635876"
"6.0","0.19385519763026848"
"6.1000000000000005","0.19122754937293895"
"6.2","0.18878147775828868"
"6.300000000000001","0.18650393050281144"
"6.4","0.1843828270801511"
"6.5","0.18240698725432022"
"6.6000000000000005","0.18056606389541713"
"6.7","0.1788504801112807"
"6.800000000000001","0.17725137063795254"
"6.9","0.1757605273670032"
"7.0","0.17437034884310482"
"7.1000000000000005","0.17307379353614047"
"7.2","0.17186433667496612"
"7.300000000000001","0.17073593042175497"
"7.4","0.16968296716433862"
"7.5","0.16870024570729056"
"7.6000000000000005","0.167782940149254"
"7.7","0.16692657124309668"
"7.800000000000001","0.16612698004604143"
"7.9","0.16538030367833206"
"8.0","0.16468295302077798"
"8.1","0.16403159219332497"
"8.200000000000001","0.1634231196683759"
"8.3","0.1628546508837578"
"8.4","0.1623235022308851"
"8.5","0.16182717630373028"
"8.6","0.16136334830364585"
"8.700000000000001","0.16092985350386835"
"8.8","0.16052467568568296"
"8.9","0.16014593646574993"
"9.0","0.15979188544101838"
"9.1","0.15946089108400782"
"9.200000000000001","0.1591514323270591"
"9.3","0.15886209077947774"
"9.4","0.15859154352635063"
"9.5","0.1583385564622484"
"9.600000000000001","0.1581019781170615"
"9.700000000000001","0.15788073393489455"
"9.8","0.15767382097028854"
"9.9","0.1574803029690852"
"10.0","0.1572993058040167"
"10.100000000000001","0.1571300132376246"
"10.200000000000001","0.15697166298740425"
"10.3","0.1568235430701582"
"10.4","0.1566849884044419"
"10.5","0.15655537765171607"
"10.600000000000001","0.15643413027839634"
"10.700000000000001","0.15632070382242907"
"10.8","0.15621459134933352"
"10.9","0.15611531908384768"
"11.0","0.15602244420440856"
"11.100000000000001","0.15593555278869706"
"11.200000000000001","0.15585425789939183"
"11.3","0.15577819780011296"
"11.4","0.1557070342923028"
"11.5","0.1556404511644939"
"11.600000000000001","0.15557815274605838"
"11.700000000000001","0.15551986255812425"
"11.8","0.15546532205488864"
"11.9","0.15541428944905675"
"12.0","0.15536653861559563"
"12.100000000000001","0.15532185806841492"
"12.200000000000001","0.15528005000497697"
"12.3","0.15524092941419831"
"12.4","0.1552043232433364"
"12.5","0.1551700696198616"
"12.600000000000001","0.15513801712459777"
"12.700000000000001","0.15510802411267652"
"12.8","0.1550799580790919"
"12.9","0.15505369506586647"
"13.0","0.15502911910804745"
"13.100000000000001","0.15500612171594322"
"13.200000000000001","0.15498460139118955"
"13.3","0.15496446317439921"
"13.4","0.15494561822230288"
"13.5","0.15492798341243114"
"13.600000000000001","0.15491148097351978"
"13.700000000000001","0.1548960381399436"
"13.8","0.15488158682859787"
"13.9","0.1548680633367533"
"14.0","0.15485540805950854"
"14.100000000000001","0.15484356522555712"
"14.200000000000001","0.15483248265007019"
"14.3","0.1548221115035771"
"14.4","0.15481240609579972"
"14.5","0.1548033236734654"
"14.600000000000001","0.1547948242311884"
"14.700000000000001","0.15478687033456925"
"14.8","0.15477942695471766"
"14.9","0.1547724613134572"
"15.0","0.1547659427385181"
