"","{#status->#I}"
"0.0","0.025"
"0.1","0.030271501927867053"
"0.2","0.03655789328895338"
"0.30000000000000004","0.0440106213071693"
"0.4","0.05278416889939061"
"0.5","0.06302652981155948"
"0.6000000000000001","0.07486572363198156"
"0.7000000000000001","0.08839216548526543"
"0.8","0.10363744892291925"
"0.9","0.12055121361973739"
"1.0","0.1389791392100768"
"1.1","0.15864641262894738"
"1.2000000000000002","0.17915172642137928"
"1.3","0.1999763666269516"
"1.4000000000000001","0.22051083625746226"
"1.5","0.2400978867289761"
"1.6","0.2580866871392575"
"1.7000000000000002","0.2738895685340514"
"1.8","0.2870316644114634"
"1.9000000000000001","0.2971853635479615"
"2.0","0.3041852177684711"
"2.1","0.3080234134866482"
"2.2","0.3088296314173851"
"2.3000000000000003","0.3068411526158078"
"2.4000000000000004","0.30236929216575026"
"2.5","0.29576713979344127"
"2.6","0.28740187374531795"
"2.7","0.2776332054962101"
"2.8000000000000003","0.26679817167900344"
"2.9000000000000004","0.2552016327289524"
"3.0","0.243111418259467"
"3.1","0.23075695824162765"
"3.2","0.21833033042424232"
"3.3000000000000003","0.2059888368531135"
"3.4000000000000004","0.19385842810924955"
"3.5","0.18203748477094306"
"3.6","0.17060062456184807"
"3.7","0.1596023266613156"
"3.8000000000000003","0.14908025457086538"
"3.9000000000000004","0.1390582214352488"
"4.0","0.12954878302740117"
"4.1000000000000005","0.12055546934933864"
"4.2","0.11207468058318737"
"4.3","0.10409728048961744"
"4.4","0.0966099228951683"
"4.5","0.08959614647557619"
"4.6000000000000005","0.08303727089030974"
"4.7","0.07691312429136132"
"4.800000000000001","0.07120262885389861"
"4.9","0.06588426758753427"
"5.0","0.06093645247538614"
"5.1000000000000005","0.0563378110532626"
"5.2","0.052067405924755956"
"5.300000000000001","0.0481048994158512"
"5.4","0.044430673590424415"
"5.5","0.041025914150441864"
"5.6000000000000005","0.03787266530177359"
"5.7","0.034953861447306146"
"5.800000000000001","0.032253340543641144"
"5.9","0.029755843098581872"
"6.0","0.02744700006915372"
"6.1000000000000005","0.02531331232235799"
"6.2","0.023342123824374936"
"6.300000000000001","0.02152159031232341"
"6.4","0.01984064486215252"
"6.5","0.018288961485092545"
"6.6000000000000005","0.01685691765346316"
"6.7","0.015535556466233301"
"6.800000000000001","0.014316549008594963"
"6.9","0.013192157332134314"
"7.0","0.012155198378097448"
"7.1000000000000005","0.011199009081700498"
"7.2","0.01031741282704583"
"7.300000000000001","0.009504687367164675"
"7.4","0.008755534279671719"
"7.5","0.008065049993543301"
"7.6000000000000005","0.007428698395001989"
"7.7","0.00684228499906447"
"7.800000000000001","0.006301932656874183"
"7.9","0.005804058756572141"
"8.0","0.00534535386639508"
"8.1","0.004922761762297416"
"8.200000000000001","0.004533460778150184"
"8.3","0.0041748464140454935"
"8.4","0.0038445151370739574"
"8.5","0.0035402493088534494"
"8.6","0.003260003174830997"
"8.700000000000001","0.0030018898517598686"
"8.8","0.0027641692516113554"
"8.9","0.0025452368823856513"
"9.0","0.0023436134687337433"
"9.1","0.0021579353379079236"
"9.200000000000001","0.001986945519255035"
"9.3","0.0018294855082003462"
"9.4","0.0016844876483990872"
"9.5","0.001550968088424582"
"9.600000000000001","0.001428020271991787"
"9.700000000000001","0.00131480892326436"
"9.8","0.0012105644912487141"
"9.9","0.0011145780196306302"
"10.0","0.0010261964106529186"
"10.100000000000001","0.00094481805376312"
"10.200000000000001","0.0008698887917770984"
"10.3","0.0008008981992081239"
"10.4","0.0007373761492034156"
"10.5","0.0006788896472138601"
"10.600000000000001","0.000625039911101202"
"10.700000000000001","0.0005754596788643822"
"10.8","0.0005298107265472447"
"10.9","0.000487781580178068"
"11.0","0.0004490854067920112"
"11.100000000000001","0.0004134580707052942"
"11.200000000000001","0.00038065634224944276"
"11.3","0.00035045624713983103"
"11.4","0.00032265154554952116"
"11.5","0.00029705233079137244"
"11.600000000000001","0.0002734837382827395"
"11.700000000000001","0.00025178475618178306"
"11.8","0.0002318071297462765"
"11.9","0.000213414352078409"
"12.0","0.0001964807344858662"
"12.100000000000001","0.0001808905502136259"
"12.200000000000001","0.00016653724578546365"
"12.3","0.0001533227146419554"
"12.4","0.00014115662817545526"
"12.5","0.00012995581964460055"
"12.600000000000001","0.00011964371680367857"
"12.700000000000001","0.00011014981940784703"
"12.8","0.00010140921805575316"
"12.9","9.336215110842366e-5"
"13.0","8.595359667914736e-5"
"13.100000000000001","7.913289692506779e-5"
"13.200000000000001","7.285341208885092e-5"
"13.3","6.707220193949225e-5"
"13.4","6.17497324463726e-5"
"13.5","5.684960569126431e-5"
"13.600000000000001","5.233831118024043e-5"
"13.700000000000001","4.818499686237785e-5"
"13.8","4.436125829572267e-5"
"13.9","4.0840944524082586e-5"
"14.0","3.7599979341640414e-5"
"14.100000000000001","3.461619672689648e-5"
"14.200000000000001","3.1869189323739834e-5"
"14.3","2.9340168936161027e-5"
"14.4","2.701183808484383e-5"
"14.5","2.4868271749156895e-5"
"14.600000000000001","2.289480848741323e-5"
"14.700000000000001","2.1077950192140615e-5"
"14.8","1.9405269795939677e-5"
"14.9","1.7865326297693467e-5"
"15.0","1.6447586528799074e-5"
