"","{#status->#R}"
"0.0","0"
"0.1","0.002645315649333616"
"0.2","0.0056015122304049585"
"0.30000000000000004","0.008900644310532986"
"0.4","0.012576960296519496"
"0.5","0.016666774694318143"
"0.6000000000000001","0.02120825686394698"
"0.7000000000000001","0.026241121710955224"
"0.8","0.03180620848621264"
"0.9","0.037944935847065445"
"1.0","0.044698624864592536"
"1.1","0.05210768698553889"
"1.2000000000000002","0.06021068119438016"
"1.3","0.0690432536985181"
"1.4000000000000001","0.07863698404134256"
"1.5","0.08901817298060863"
"1.6","0.10020661876966713"
"1.7000000000000002","0.11221443837852693"
"1.8","0.12504499725753979"
"1.9000000000000001","0.13869201407333429"
"2.0","0.15313890430159016"
"2.1","0.1683584180383118"
"2.2","0.18431261301694513"
"2.3000000000000003","0.200953184548954"
"2.4000000000000004","0.21822215167082798"
"2.5","0.23605287547021772"
"2.6","0.2543713638829081"
"2.7","0.27309779952096164"
"2.8000000000000003","0.2921482150776358"
"2.9000000000000004","0.31143623551429206"
"3.0","0.33087480762346755"
"3.1","0.3503778449088664"
"3.2","0.36986172763962544"
"3.3000000000000003","0.3892466127035806"
"3.4000000000000004","0.4084575237418837"
"3.5","0.42742520743401247"
"3.6","0.44608675551444793"
"3.7","0.46438600336221786"
"3.8000000000000003","0.48227372444995226"
"3.9000000000000004","0.49970764555891534"
"4.0","0.5166523107075837"
"4.1000000000000005","0.5330788226103147"
"4.2","0.5489644896579532"
"4.3","0.5642924043757622"
"4.4","0.5790509765046618"
"4.5","0.5932334406388236"
"4.6000000000000005","0.6068373550260608"
"4.7","0.6198641049088442"
"4.800000000000001","0.6323184207950864"
"4.9","0.6442079193831705"
"5.0","0.6555426725641688"
"5.1000000000000005","0.6663348079920722"
"5.2","0.6765981431339951"
"5.300000000000001","0.686347853456705"
"5.4","0.6956001744360191"
"5.5","0.7043721363514798"
"5.6000000000000005","0.7126813303106581"
"5.7","0.7205457035983861"
"5.800000000000001","0.7279833822328291"
"5.9","0.7350125185034362"
"6.0","0.7416511612406115"
"6.1000000000000005","0.7479171466026728"
"6.2","0.7538280072453182"
"6.300000000000001","0.7594008978487006"
"6.4","0.764652535106498"
"6.5","0.7695991504216219"
"6.6000000000000005","0.7742564536980343"
"6.7","0.7786396067627491"
"6.800000000000001","0.7827632050930213"
"6.9","0.7866412666585743"
"7.0","0.7902872268158758"
"7.1000000000000005","0.7937139383100047"
"7.2","0.7969336755490604"
"7.300000000000001","0.7999581424162531"
"7.4","0.8027984829758975"
"7.5","0.8054652945118493"
"7.6000000000000005","0.8079686424109158"
"7.7","0.8103180764699566"
"7.800000000000001","0.8125226482643378"
"7.9","0.8145909292676883"
"8.0","0.8165310294591079"
"8.1","0.8183506161946639"
"8.200000000000001","0.8200569331557013"
"8.3","0.8216568192177158"
"8.4","0.8231567271107391"
"8.5","0.82456274176582"
"8.6","0.8258805982626441"
"8.700000000000001","0.8271156993109708"
"8.8","0.8282731322137306"
"8.9","0.829357685272595"
"9.0","0.8303738636078813"
"9.1","0.8313259043740209"
"9.200000000000001","0.8322177913597192"
"9.3","0.8330532689685506"
"9.4","0.8338358555812336"
"9.5","0.834568856305372"
"9.600000000000001","0.835255375122148"
"9.700000000000001","0.8358983264424423"
"9.8","0.8365004460872197"
"9.9","0.8370643017088595"
"10.0","0.837592302671496"
"10.100000000000001","0.8380867094094395"
"10.200000000000001","0.8385496422834267"
"10.3","0.8389830899548566"
"10.4","0.8393889172983492"
"10.5","0.8397688728729485"
"10.600000000000001","0.8401245959721312"
"10.700000000000001","0.8404576232724813"
"10.8","0.8407693951005013"
"10.9","0.8410612613365456"
"11.0","0.8413344869743257"
"11.100000000000001","0.8415902573538439"
"11.200000000000001","0.8418296830849894"
"11.3","0.8420538046783836"
"11.4","0.842263596899396"
"11.5","0.8424599728605858"
"11.600000000000001","0.8426437878671542"
"11.700000000000001","0.8428158430293251"
"11.8","0.8429768886549212"
"11.9","0.8431276274347553"
"12.0","0.8432687174328344"
"12.100000000000001","0.8434007748927596"
"12.200000000000001","0.8435243768711199"
"12.3","0.8436400637081064"
"12.4","0.8437483413450231"
"12.5","0.8438496834978495"
"12.600000000000001","0.843944533695501"
"12.700000000000001","0.844033307190954"
"12.8","0.8441163927529405"
"12.9","0.8441941543454806"
"13.0","0.8442669327021026"
"13.100000000000001","0.8443350468012029"
"13.200000000000001","0.844398795248624"
"13.3","0.8444584575731714"
"13.4","0.8445142954404475"
"13.5","0.8445665537900698"
"13.600000000000001","0.8446154619010275"
"13.700000000000001","0.8446612343896538"
"13.8","0.8447040721444147"
"13.9","0.8447441632014644"
"14.0","0.8447816835646744"
"14.100000000000001","0.8448167979736193"
"14.200000000000001","0.8448496606227862"
"14.3","0.8448804158350772"
"14.4","0.8449091986924815"
"14.5","0.8449361356266185"
"14.600000000000001","0.8449613449716848"
"14.700000000000001","0.8449849374821811"
"14.8","0.8450070168176457"
"14.9","0.8450276799964854"
"15.0","0.8450470178208602"
