"","{#status->#S}"
"0.0","0.975"
"0.1","0.9669727906647361"
"0.2","0.9573540297048287"
"0.30000000000000004","0.9458832634660616"
"0.4","0.9322816415248129"
"0.5","0.9162615832774275"
"0.6000000000000001","0.8975415515475186"
"0.7000000000000001","0.8758665283713665"
"0.8","0.8510340288473729"
"0.9","0.8229242671745833"
"1.0","0.7915314847214107"
"1.1","0.7569917719546494"
"1.2000000000000002","0.7196015281145689"
"1.3","0.6798207082822559"
"1.4000000000000001","0.6382567561217022"
"1.5","0.595628618974813"
"1.6","0.5527147052378454"
"1.7000000000000002","0.5102926416284786"
"1.8","0.4690807376725997"
"1.9000000000000001","0.42969037954897144"
"2.0","0.39259548347198314"
"2.1","0.35812088454602337"
"2.2","0.32644761365121355"
"2.3000000000000003","0.2976304815279119"
"2.4000000000000004","0.2716225555052875"
"2.5","0.24830165524747735"
"2.6","0.22749529229458018"
"2.7","0.20900194764384952"
"2.8000000000000003","0.19260783790494052"
"2.9000000000000004","0.17809920264658316"
"3.0","0.16527065324179077"
"3.1","0.15393033761839534"
"3.2","0.1439026966215766"
"3.3000000000000003","0.13502950354420298"
"3.4000000000000004","0.12716975104943307"
"3.5","0.12019881720279317"
"3.6","0.1140072241807793"
"3.7","0.10849920691874049"
"3.8000000000000003","0.1035912351457491"
"3.9000000000000004","0.0992105782826416"
"4.0","0.09529396476108652"
"4.1000000000000005","0.09178636166149505"
"4.2","0.08863988387580946"
"4.3","0.08581283164660042"
"4.4","0.08326884932107992"
"4.5","0.08097619503162509"
"4.6000000000000005","0.07890710974281223"
"4.7","0.07703727397841408"
"4.800000000000001","0.07534534108244802"
"4.9","0.07381253676271257"
"5.0","0.07242231571352067"
"5.1000000000000005","0.07116006719373634"
"5.2","0.07001286247507894"
"5.300000000000001","0.06896923803552774"
"5.4","0.0680190092361299"
"5.5","0.06715310998207086"
"5.6000000000000005","0.0663634545335194"
"5.7","0.06564281820559736"
"5.800000000000001","0.06498473418882056"
"5.9","0.06438340414104753"
"6.0","0.0638336205586682"
"6.1000000000000005","0.06333069923713104"
"6.2","0.06287042038676688"
"6.300000000000001","0.06244897718613252"
"6.4","0.06206293073778602"
"6.5","0.0617091705457056"
"6.6000000000000005","0.06138487976390847"
"6.7","0.06108750457598316"
"6.800000000000001","0.06081472715840816"
"6.9","0.06056444175938242"
"7.0","0.060334733491703874"
"7.1000000000000005","0.06012385949490567"
"7.2","0.05993023216999446"
"7.300000000000001","0.05975240423107343"
"7.4","0.0595890553530003"
"7.5","0.05943898022397325"
"7.6000000000000005","0.059301077837347935"
"7.7","0.059174341878733425"
"7.800000000000001","0.05905785208305435"
"7.9","0.058950766452271056"
"8.0","0.05885231423821668"
"8.1","0.0587617896068733"
"8.200000000000001","0.058678545910651254"
"8.3","0.058601990504093926"
"8.4","0.05853158004610681"
"8.5","0.058466816238474204"
"8.6","0.05840724195622459"
"8.700000000000001","0.058352437730458916"
"8.8","0.058302018548668795"
"8.9","0.05825563094143315"
"9.0","0.05821295032776691"
"9.1","0.058173678594369435"
"9.200000000000001","0.05813754188663765"
"9.3","0.05810428859161713"
"9.4","0.058073687495103825"
"9.5","0.05804552609691454"
"9.600000000000001","0.05801960906994526"
"9.700000000000001","0.05799575685005925"
"9.8","0.05797380434511289"
"9.9","0.057953599752556456"
"10.0","0.05793500347605526"
"10.100000000000001","0.057917887132479126"
"10.200000000000001","0.057902132641416124"
"10.3","0.05788763139009252"
"10.4","0.0578742834672327"
"10.5","0.057861996959979935"
"10.600000000000001","0.057850687308527875"
"10.700000000000001","0.05784027671359025"
"10.8","0.05783069359226756"
"10.9","0.05782187207826003"
"11.0","0.05781375156272973"
"11.100000000000001","0.05780627627243517"
"11.200000000000001","0.05779939488205294"
"11.3","0.0577930601578651"
"11.4","0.057787228630231585"
"11.5","0.05778186029248565"
"11.600000000000001","0.057776918324089696"
"11.700000000000001","0.05777236883607044"
"11.8","0.05776818063691818"
"11.9","0.057764325017286136"
"12.0","0.05776077555196401"
"12.100000000000001","0.05775750791772618"
"12.200000000000001","0.0577544997257704"
"12.3","0.057751730367568505"
"12.4","0.057749180873047236"
"12.5","0.057746833780105956"
"12.600000000000001","0.05774467301455894"
"12.700000000000001","0.057742683779664385"
"12.8","0.05774085245447027"
"12.9","0.05773916650026983"
"13.0","0.0577376143745165"
"13.100000000000001","0.05773618545160094"
"13.200000000000001","0.0577348699499409"
"13.3","0.057733658864879"
"13.4","0.05773254390692423"
"13.5","0.057731517444910146"
"13.600000000000001","0.05773057245367738"
"13.700000000000001","0.05772970246591917"
"13.8","0.057728901527857986"
"13.9","0.05772816415844766"
"14.0","0.05772748531182008"
"14.100000000000001","0.057726860342717824"
"14.200000000000001","0.05772628497467502"
"14.3","0.05772575527072739"
"14.4","0.057725267606450366"
"14.5","0.057724818645139765"
"14.600000000000001","0.05772440531496468"
"14.700000000000001","0.05772402478793561"
"14.8","0.0577236744605435"
"14.9","0.057723351935936765"
"15.0","0.057723055007514006"
